"","eta","lambda_obs","sigma0","rho","mu","nuC","pH","pU","pV","deltaC","deltaH","deltaU","deltaV","thetaH","epsilonC","epsilonH","LMH","LMU","LMV","LNH","LNU","LNV","ky","kc","cs","cd","cH","cU","cV","q0","qs","y_hobs","COST","LYG","ICER"
"2381",0.3,0.232558139534884,0.4,0.2,0.168,45.5225212922205,0.043,0.05,0.013,0,0.41,0.49,0.28,0.592,0.4,0.32,6.29,19.2,39.8,6.29,19.2,39.8,0,0.03,0,2050,422.81,853.93,1632.35,0.85,0.75,0.01,12605734.8563003,116.330416357835,108361.469433108
"2382",0.8,0.147058823529412,0.6,0.51,0.168,68.0570494443792,0.068,0.016,0.076,0,0.1,0.34,0.29,0.856,0.85,0.04,6.79,16.2,22.3,6.79,16.2,22.3,0,0.06,0,2400,572.81,1153.93,1932.35,0.8,0.85,0.01,13716437.4177708,53.1271348907931,258181.387834409
"2383",0.2,0.101449275362319,0.89,0.35,0.109,37.6026401286999,0.069,0.043,0.025,0,0.14,0.42,0.39,0.5376,0.32,0.32,6.79,9.7,20.3,6.79,9.7,20.3,0.03,0.03,0,700,472.81,1153.93,1532.35,0.9,0.85,0.007,4898567.57512084,140.623215374405,34834.7003876888
"2384",0.5,0.16,0.69,0.33,0.085,59.8492918506329,0.05,0.059,0.044,0,0.23,0.47,0.13,0.4995,0.45,0.09,6.29,21.2,33.3,6.29,21.2,33.3,0.03,0.03,0,2200,572.81,1053.93,1732.35,0.75,0.7,0.008,16259394.6608343,152.33007158972,106737.917806713
"2385",0,0.2,0.1,0.15,0.091,51.7725613651914,0.035,0.032,0.006,0,0.38,0.11,0.48,0.5071,0.47,0.07,5.79,14.2,40.8,5.79,14.2,40.8,0.03,0.06,0,2100,572.81,1253.93,1032.35,0.8,0.75,0.007,14337214.2832229,120.954992938868,118533.463851873
"2386",0.8,0.107142857142857,0.03,0.49,0.142,49.7914417081298,0.056,0.047,0.002,0,0.19,0.28,0.33,0.8174,0.78,0.17,5.79,16.7,29.8,5.79,16.7,29.8,0,0,0,1600,422.81,1253.93,1932.35,0.85,0.7,0.006,11200868.5290416,97.4590462325855,114928.977473377
"2387",0.2,0.173076923076923,0.76,0.37,0.121,44.1096691660755,0.052,0.058,0.041,0,0.12,0.45,0.17,0.5665,0.15,0.49,6.29,11.2,22.8,6.29,11.2,22.8,0.03,0.03,0,1300,472.81,1053.93,1732.35,0.8,0.85,0.009,8873024.33860154,130.269307621418,68112.9308247181
"2388",0,0.192307692307692,0.55,0.06,0.187,74.8798430930717,0.052,0.042,0.086,0,0.33,0.32,0.29,0.8392,0.76,0.33,6.29,14.7,21.3,6.29,14.7,21.3,0.03,0.03,0,1500,472.81,1153.93,1982.35,0.9,0.75,0.01,8848080.70692607,53.489352897273,165417.60607796
"2389",0.7,0.375,0.89,0.83,0.157,49.6987440305729,0.04,0.058,0.049,0,0.24,0.36,0.46,0.5968,0.37,0.36,6.29,13.2,33.3,6.29,13.2,33.3,0.03,0,0,2100,522.81,1003.93,2032.35,0.95,0.8,0.015,13323556.5469894,217.449091025677,61272.0728522895
"2390",0,0.127272727272727,0.55,0.61,0.108,42.4022512834902,0.055,0.045,0.03,0,0.15,0.37,0.46,0.416,0.2,0.27,6.29,20.2,31.8,6.29,20.2,31.8,0.06,0.06,0,1850,622.81,753.93,2032.35,0.85,0.7,0.007,12203958.5032157,533.798872270495,22862.4658784058
"2391",0.7,0.228571428571429,0.23,0.21,0.17,73.2643031607573,0.035,0.055,0.099,0,0.41,0.25,0.11,0.735,0.5,0.47,5.79,8.7,30.3,5.79,8.7,30.3,0.03,0.03,0,2350,522.81,1153.93,1582.35,0.75,0.75,0.008,14424384.7894111,50.9071751619931,283346.792343337
"2392",0.4,0.12962962962963,0.39,0.49,0.162,73.0656522935248,0.054,0.011,0.026,0,0.31,0.23,0.32,0.3206,0.14,0.21,5.79,11.2,29.3,5.79,11.2,29.3,0.06,0.03,0,2500,572.81,1253.93,1432.35,1,0.75,0.007,15640191.2942278,228.14027362713,68555.1526943022
"2393",0.6,0.333333333333333,0.32,0.49,0.192,75.1708299741354,0.039,0.011,0.053,0,0.45,0.22,0.41,0.5182,0.34,0.27,6.79,23.7,39.3,6.79,23.7,39.3,0.03,0.03,0,1850,622.81,1203.93,1032.35,0.9,0.7,0.013,10730602.7309837,179.224042062103,59872.5628968097
"2394",0.6,0.241935483870968,0.56,0.82,0.145,40.2182085971188,0.062,0.011,0.069,0,0.37,0.17,0.27,0.4894,0.31,0.26,6.79,24.7,29.3,6.79,24.7,29.3,0.03,0.03,0,2350,672.81,703.93,1982.35,0.8,0.85,0.015,14998400.605928,150.734590859821,99502.0487359536
"2395",0.9,0.245614035087719,0.55,0.69,0.151,89.1955231766696,0.057,0.044,0.091,0,0.29,0.27,0.34,0.881,0.86,0.15,5.79,13.2,37.3,5.79,13.2,37.3,0,0.06,0,2300,572.81,1053.93,1782.35,0.95,0.8,0.014,13517180.359432,99.4503509957767,135918.880366807
